levelName,p,cost,notx,attend,check
     ¦   ¦           ¦       ¦       ¦--Survives                                 ,1-cfr.notx,0,1,0,1
     ¦   ¦           ¦       ¦       °--Dies                                     ,cfr.notx,0,1,0,1
     ¦   ¦           ¦       °--No TB diagnosed                                  ,(1-soc.dh.test)*(1-soc.dh.bact.tbdx),0,0,0,0
     ¦   ¦           ¦           ¦--Survives                                     ,1-cfr.notx,0,1,0,1
     ¦   ¦           ¦           °--Dies                                         ,cfr.notx,0,1,0,1
     ¦   ¦           °--No reassessment                                          ,dh.14dhltfu,0,0,0,0
     ¦   ¦               ¦--Survives                                             ,1-cfr.notx,0,1,0,1
     ¦   ¦               °--Dies                                                 ,cfr.notx,0,1,0,1
     ¦   °--Not presumptive TB                                                   ,1-phc.presumed,0,0,0,0
     ¦       ¦--Survives                                                         ,1-cfr.notx,0,1,0,1
     ¦       °--Dies                                                             ,cfr.notx,0,1,0,1
     °--Not screened                                                             ,1-phc.screened,0,0,0,0
         ¦--Survives                                                             ,1-cfr.notx,0,1,0,1
         °--Dies                                                                 ,cfr.notx,0,1,0,1
